Date,SPY,IWM,EFA,EEM,VNQ,TLT,IEF,LQD,GLD,DBC,SHY
2019-03-19,253.11355590820312,140.813232421875,52.242610931396484,36.888092041015625,64.18257904052734,97.39388275146484,87.26915740966797,89.09020233154297,123.37999725341797,13.736958503723145,70.43389129638672
2019-03-20,252.35162353515625,139.63970947265625,52.266517639160156,36.94734573364258,64.37873077392578,98.4126205444336,87.87660217285156,89.69268798828125,124.18000030517578,13.839728355407715,70.53477478027344
2019-03-21,255.20191955566406,141.4710693359375,52.23463821411133,36.998130798339844,65.5255355834961,98.62919616699219,87.83497619628906,89.86048889160156,123.68000030517578,13.771214485168457,70.53477478027344
2019-03-22,250.29022216796875,136.3231658935547,51.23090744018555,35.914676666259766,65.05023193359375,100.16140747070312,88.48402404785156,90.40962982177734,123.97000122070312,13.651315689086914,70.65245056152344
2019-03-25,250.10202026367188,136.92449951171875,51.30259704589844,35.999324798583984,65.13323211669922,100.32183837890625,88.70864868164062,90.59261322021484,124.91999816894531,13.702701568603516,70.72816467285156
2019-03-26,251.96630859375,138.36410522460938,51.557518005371094,36.10935974121094,65.6537857055664,100.24959564208984,88.63375091552734,90.6307144165039,124.30000305175781,13.728395462036133,70.7197494506836
2019-03-27,250.64871215820312,137.8265838623047,51.5814208984375,35.720001220703125,65.46519470214844,101.1721420288086,88.89171600341797,90.75273132324219,123.6500015258789,13.651315689086914,70.77864074707031
2019-03-28,251.5988311767578,139.05657958984375,51.453948974609375,35.95700454711914,66.10040283203125,101.5251235961914,88.90006256103516,90.86714172363281,121.9000015258789,13.608495712280273,70.77020263671875
2019-03-29,253.18533325195312,139.48477172851562,51.66904830932617,36.329437255859375,66.03962707519531,101.42886352539062,88.7585678100586,90.79850769042969,122.01000213623047,13.617058753967285,70.72816467285156
2019-04-01,256.18780517578125,141.00637817382812,52.33024597167969,36.93041229248047,66.00164794921875,99.9881362915039,88.14824676513672,90.46043395996094,121.52999877929688,13.745521545410156,70.65567779541016
